Type,Tracking Number,Case Type,Intake Date,Closed Date,Finding,Result,Respondent Agency,Received By,Staff Assigned To,Mediation Requested,Region,No basis identified,SNAPPER Issue,Status,Mediation Start Date,Mediation End Date,LEP,Complainant City,Respondent First Name,Respondent Race,Respondent Sex,Respondent City,External Agency,Client Type,Date Response Submitted,Date Sent to FNS,Exteranl Agency Due Date,Created Date,DUE Date,Date Assigned,FNS Concurrence Date,How Received
Comment,Q07052018.0200039,22 - Internal Complaint,6/27/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Nunez, Nikolai",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Chicken Legs,2-BLACK,F,Fort Worth,#N/A,,,9/25/2018,,7/5/2018,10/3/2018,7/3/2018,,Email
Comment,Q10112018.0200003,22 - Internal Complaint,9/27/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Jasper,Dots,1-WHITE,F,San Angelo,#N/A,,,1/4/2019,,10/11/2018,1/11/2019,10/5/2018,1/1/1900,Phone
Comment,Q07272018.0200021,22 - Internal Complaint,7/6/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Itchy,1-WHITE,F,Dumas,#N/A,,,10/5/2018,,7/27/2018,10/15/2018,7/26/2018,,Email
Comment,Q08082018.0200010,22 - Internal Complaint,7/30/2018,,,,ZIMZ,"Haag, Brayan","Dalton, Troy",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Rockwal,Drake,6-UNKNOWN,U,Rockwall,#N/A,,,10/19/2018,,8/8/2018,10/26/2018,8/7/2018,1/1/1900,Phone
Comment,Q08212018.0200003,22 - Internal Complaint,8/10/2018,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Missouri City,Autumn,3-HISPANIC,M,,#N/A,,,10/25/2018,,8/21/2018,11/2/2018,9/12/2018,1/1/1900,Phone
Comment,Q09112018.0200007,22 - Internal Complaint,8/23/2018,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Huntsvill,Herp Derp,2-BLACK,F,Houston,#N/A,,,11/20/2018,,9/11/2018,12/3/2018,8/23/2018,,Phone
Comment,Q10112018.0200005,22 - Internal Complaint,9/13/2018,,,,ZIMZ,"Haag, Brayan","Dodson, Grace",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Mesquite,Monkey,2-BLACK,F,Mesquite,#N/A,,,12/17/2018,,10/11/2018,12/26/2018,10/12/2018,,Phone
Comment,Q09212018.0200004,22 - Internal Complaint,9/18/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,LaPorte,Buddy,3-HISPANIC,F,Houston,#N/A,,,12/18/2018,,9/21/2018,12/26/2018,9/21/2018,,Email
Comment,Q08202018.0200002,22 - Internal Complaint,8/9/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,San Antonio,Hulk,3-HISPANIC,F,San Antonio,#N/A,,,11/13/2018,,8/20/2018,3/4/2020,10/9/2018,,Phone
Comment,Q10232018.0200002,22 - Internal Complaint,10/17/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Kitten,2-BLACK,F,Houston,#N/A,,,1/15/2019,,10/23/2018,3/4/2020,10/22/2018,1/1/1900,Email
Comment,Q10232018.0200004,22 - Internal Complaint,10/5/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Haltom City,Autumn,6-UNKNOWN,U,,#N/A,,,12/21/2018,,10/23/2018,1/11/2019,10/18/2018,1/1/1900,Email
Comment,Q11072018.0200014,22 - Internal Complaint,10/30/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Autumn,6-UNKNOWN,U,,#N/A,,,1/9/2019,,11/7/2018,3/4/2020,11/5/2018,,Email
Comment,Q03072019.0200004,12 - Employment Charge,3/5/2019,,,,ZIMZ,"Haag, Brayan","Grant, Jair",N,REGION 05,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Pollok,Autumn,6-UNKNOWN,U,,ASEND,Employee,4/8/2019,,4/1/2019,3/7/2019,3/4/2020,2/26/2020,,Mail
Comment,Q03072019.0200028,22 - Internal Complaint,3/1/2019,,,,OTHER,"Bashirian, Houston","Gomez, Carlie",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Granbury,Honey Pie,6-UNKNOWN,F,,#N/A,,,5/30/2019,,3/7/2019,8/5/2019,3/5/2019,,Email
Comment,Q03072019.0200029,22 - Internal Complaint,2/28/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Twinkly,1-WHITE,F,Dallas,#N/A,,,5/29/2019,,3/7/2019,8/5/2019,3/5/2019,,Phone
Comment,Q09252018.0200006,22 - Internal Complaint,9/6/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Doctor,2-BLACK,F,Houston,#N/A,,,12/5/2018,,9/25/2018,12/13/2018,9/21/2018,,Email
Comment,Q12042018.0200009,22 - Internal Complaint,11/21/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Autumn,6-UNKNOWN,U,,#N/A,,,2/13/2019,,12/4/2018,5/14/2019,11/28/2018,,PPON Portal
Comment,Q08082018.0200003,22 - Internal Complaint,7/10/2018,,,,ZIMZ,"Haag, Brayan","Sanchez, Alessandro",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Farmers Branch,Sweet Tea,2-BLACK,F,Denton,#N/A,,,10/4/2018,,8/8/2018,10/12/2018,8/7/2018,,Phone
Comment,Q08082018.0200004,22 - Internal Complaint,7/16/2018,,,,ZIMZ,"Haag, Brayan","Sosa, Haiden",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Jackrabbit,2-BLACK,F,Cleburne,#N/A,,,10/22/2018,,8/8/2018,10/30/2018,9/6/2018,1/1/1900,Phone
Comment,Q11142018.0200017,22 - Internal Complaint,10/17/2018,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Cypress,Pearl,2-BLACK,F,Houston,#N/A,,,1/15/2019,,11/14/2018,2/13/2019,11/12/2018,1/1/1900,Email
Comment,Q11142018.0200018,22 - Internal Complaint,10/22/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Frisco,Peep,6-UNKNOWN,F,El Paso,#N/A,,,1/22/2019,,11/14/2018,2/12/2019,1/8/2019,,Email
Comment,Q01182019.0200080,22 - Internal Complaint,12/4/2018,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Humble,String Bean,3-HISPANIC,F,Pharr,#N/A,,,3/6/2019,,1/18/2019,3/15/2019,1/16/2019,,Email
Comment,Q12202018.0200011,22 - Internal Complaint,11/29/2018,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Seguin,Smudge,6-UNKNOWN,F,Austin,#N/A,,,2/26/2019,,12/20/2018,3/8/2019,12/14/2018,,Email
Comment,Q11072018.0200016,22 - Internal Complaint,10/16/2018,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Bebe,3-HISPANIC,F,Houston,#N/A,,,1/15/2019,,11/7/2018,1/23/2019,11/6/2018,1/1/1900,Email
Comment,Q01252019.0200006,22 - Internal Complaint,1/18/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Shorty,4-ASIAN/PACIFIC ISLANDER,F,Denton,#N/A,,,4/16/2019,,1/25/2019,5/21/2019,1/23/2019,,Email
Comment,Q01252019.0200020,22 - Internal Complaint,1/11/2019,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Bud,2-BLACK,F,Houston,#N/A,,,4/11/2019,,1/25/2019,4/18/2019,1/18/2019,,Email
Comment,Q11272018.0200013,22 - Internal Complaint,10/31/2018,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Grand Prairie,Silly Gilly,2-BLACK,M,Fort Worth,#N/A,,,1/29/2019,,11/27/2018,4/18/2019,12/20/2018,,Email
Comment,Q11292018.0200002,12 - Employment Charge,11/27/2018,,,,DONS,"Haag, Brayan","Nunez, Nikolai",N,REGION 03,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Dallas,Butterfinger,2-BLACK,F,Dallas,#N/A,Employee,2/1/2019,,1/16/2019,11/29/2018,2/18/2019,11/28/2018,,PPON Portal
Comment,Q08012018.0200019,22 - Internal Complaint,7/27/2018,,,,ZIMZ,"Haag, Brayan","Sanchez, Alessandro",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Knollwood,Squirt,3-HISPANIC,F,Sherman,#N/A,,,10/18/2018,,8/1/2018,10/25/2018,8/1/2018,,Email
Comment,Q01292019.0200026,22 - Internal Complaint,1/15/2019,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Sweety,6-UNKNOWN,F,San Antonio,#N/A,,,4/15/2019,,1/29/2019,4/25/2019,1/28/2019,,Email
Comment,Q11272018.0200001,22 - Internal Complaint,11/13/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Lewisville,Autumn,6-UNKNOWN,U,,#N/A,,,2/4/2019,,11/27/2018,2/21/2019,11/19/2018,,Email
Comment,Q01152019.0200001,22 - Internal Complaint,12/17/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,Y,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Amor,3-HISPANIC,F,Dallas,#N/A,,,3/15/2019,,1/15/2019,3/25/2019,1/8/2019,,Email
Comment,Q11292018.0200005,12 - Employment Charge,11/28/2018,,,,ZIMZ,"Haag, Brayan","Ford, Mayra",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Dottie,1-WHITE,M,Austin,ASEND,Employee,1/16/2019,,1/7/2019,11/29/2018,3/6/2020,2/28/2020,,Email
Comment,Q12212018.0200021,22 - Internal Complaint,12/20/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 02,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Ballinger,Figgy,2-BLACK,F,,#N/A,,,3/20/2019,,12/21/2018,3/27/2019,12/21/2018,,Email
Comment,Q02082019.0200015,22 - Internal Complaint,2/4/2019,,,,ZIMZ,"Bashirian, Houston","Gomez, Carlie",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Senior,3-HISPANIC,F,Mission,#N/A,,,5/5/2019,,2/8/2019,5/13/2019,2/5/2019,,Email
Comment,Q01242019.0200025,22 - Internal Complaint,1/7/2019,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Dallas,Ginger,3-HISPANIC,F,Laredo,#N/A,,,4/7/2019,,1/24/2019,7/25/2019,1/18/2019,,Email
Comment,Q08312018.0200008,22 - Internal Complaint,8/10/2018,,,,ZIMZ,"Haag, Brayan","Price, Ada",N,REGION 01,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Plainview,Pixie,1-WHITE,F,Plainview,#N/A,,,11/8/2018,,8/31/2018,11/16/2018,8/29/2018,,Phone
Comment,Q09112018.0200008,22 - Internal Complaint,8/27/2018,,,,ZIMZ,"Haag, Brayan","Collier, Kenny",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Tough Guy,2-BLACK,F,Houston,#N/A,,,11/27/2018,,9/11/2018,12/7/2018,8/27/2018,,Email
Comment,Q09212018.0200001,22 - Internal Complaint,9/6/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Grant, Jair",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Frankfurter,2-BLACK,F,Houston,#N/A,,,11/29/2018,,9/21/2018,3/4/2020,2/26/2020,,Email
Comment,Q08172018.0200009,22 - Internal Complaint,7/16/2018,,,,ZIMZ,"Haag, Brayan","Rangel, Jamir",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Righty,2-BLACK,F,Houston,#N/A,,,10/18/2018,,8/17/2018,10/25/2018,8/15/2018,,Phone
Comment,Q02202019.0200002,22 - Internal Complaint,2/12/2019,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Arlington,Sugar,3-HISPANIC,F,San Antonio,#N/A,,,5/13/2019,,2/20/2019,5/21/2019,2/14/2019,,Email
Comment,Q10232018.0200006,22 - Internal Complaint,10/10/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Chicken Wing,2-BLACK,F,Fort Worth,#N/A,,,1/8/2019,,10/23/2018,3/4/2020,10/18/2018,1/1/1900,Email
Comment,Q01292019.0200014,22 - Internal Complaint,1/16/2019,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Freak,3-HISPANIC,F,Irving,#N/A,,,4/16/2019,,1/29/2019,5/7/2019,1/18/2019,,Email
Comment,Q09042018.0200002,22 - Internal Complaint,8/13/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Killeen,Princess,3-HISPANIC,F,Austin,#N/A,,,11/13/2018,,9/4/2018,3/4/2020,8/29/2018,,Phone
Comment,Q10052018.0200011,22 - Internal Complaint,9/25/2018,,,,ZIMZ,"Haag, Brayan","Jimenez, Rosa",N,REGION 05,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Beaumont,Dirt,3-HISPANIC,M,Brownsville,#N/A,,,12/21/2018,,10/5/2018,1/10/2019,10/2/2018,1/1/1900,Email
Comment,Q02082019.0200014,22 - Internal Complaint,2/4/2019,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Angleton,Mouse,2-BLACK,F,Fort Worth,#N/A,,,5/5/2019,,2/8/2019,5/14/2019,2/5/2019,,Email
Comment,Q03042019.0200016,22 - Internal Complaint,2/11/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Ms. Congeniality,2-BLACK,F,Houston,#N/A,,,5/18/2019,,3/4/2019,6/6/2019,2/22/2019,,Email
Comment,Q09142018.0200009,22 - Internal Complaint,9/13/2018,,,,ZIMZ,"Jevon Wisoky, Ms.","Walsh, Zack",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Pasadena,Bello,3-HISPANIC,F,Pasasena,#N/A,,,12/12/2018,,9/14/2018,12/21/2018,9/18/2018,1/1/1900,Email
Comment,Q09282018.0200012,22 - Internal Complaint,9/26/2018,,,,ZIMZ,"Haag, Brayan","Keller, Lorena",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Grand Prairie,Smirk,2-BLACK,F,Grand Prairie,#N/A,,,12/19/2018,,9/28/2018,1/14/2019,10/12/2018,1/1/1900,Phone
Comment,Q07262018.0200008,22 - Internal Complaint,7/6/2018,,,,ZIMZ,"Haag, Brayan","Nunez, Nikolai",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Irving,Chiquita,6-UNKNOWN,U,,#N/A,,,10/11/2018,,7/26/2018,2/18/2020,7/25/2018,,Email
Comment,Q10232018.0200005,22 - Internal Complaint,9/25/2018,,,,ZIMZ,"Haag, Brayan","Price, Ada",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Webster,Fido,1-WHITE,F,Houston,#N/A,,,12/19/2018,,10/23/2018,1/10/2019,10/22/2018,1/1/1900,Email
Comment,Q03072019.0200005,12 - Employment Charge,3/5/2019,,,,ZIMZ,"Haag, Brayan","Ford, Mayra",N,REGION 00,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Austin,Autumn,6-UNKNOWN,U,Austin,ASEND,Employee,4/12/2019,,4/12/2019,3/7/2019,3/6/2020,2/28/2020,,Mail
Comment,Q11072018.0200015,22 - Internal Complaint,10/17/2018,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Pflugerville,Bootsie,1-WHITE,F,Austin,#N/A,,,12/21/2018,,11/7/2018,1/11/2019,11/5/2018,1/1/1900,Email
Comment,Q12042018.0200013,22 - Internal Complaint,11/16/2018,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Allen,Happy,2-BLACK,M,McKinney,#N/A,,,1/11/2019,,12/4/2018,1/21/2019,11/20/2018,1/1/1900,Email
Comment,Q11272018.0200023,22 - Internal Complaint,11/2/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Conroe,Lady,2-BLACK,F,Grand Prairie,#N/A,,,1/31/2019,,11/27/2018,2/21/2019,11/12/2018,1/1/1900,Email
Comment,Q08082018.0200007,22 - Internal Complaint,7/12/2018,,,,ZIMZ,"Haag, Brayan","Jimenez, Rosa",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,Y,Houston,Candy,3-HISPANIC,F,Houston,#N/A,,,10/11/2018,,8/8/2018,10/19/2018,7/30/2018,,Email
Comment,Q11272018.0200011,22 - Internal Complaint,10/24/2018,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Apple,2-BLACK,F,Houston,#N/A,,,1/6/2019,,11/27/2018,1/16/2019,11/14/2018,,Email
Comment,Q12042018.0200007,22 - Internal Complaint,11/4/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Tomball,Autumn,3-HISPANIC,U,,#N/A,,,2/4/2019,,12/4/2018,5/14/2019,1/8/2019,,Email
Comment,Q12212018.0200015,22 - Internal Complaint,12/18/2018,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Snoopy,2-BLACK,F,Fort Worth,#N/A,,,3/18/2019,,12/21/2018,3/27/2019,12/21/2018,,Email
Comment,Q03222019.0200006,22 - Internal Complaint,3/20/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,U,,#N/A,,,6/18/2019,,3/22/2019,6/27/2019,3/21/2019,,Phone
Comment,Q04042019.0200001,22 - Internal Complaint,4/1/2019,,,,ZIMZ,"Bashirian, Houston","Gomez, Carlie",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Tata,1-WHITE,F,,#N/A,,,7/4/2019,,4/4/2019,7/22/2019,4/2/2019,,Phone
Comment,Q07272018.0200003,22 - Internal Complaint,7/19/2018,,,,ZIMZ,"Haag, Brayan","Mcneil, Gerald",N,REGION 11,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Mission,Skinny Jeans,3-HISPANIC,F,Robstown,#N/A,,,10/18/2018,,7/27/2018,10/30/2018,7/23/2018,1/1/1900,Email
Comment,Q08092018.0200001,22 - Internal Complaint,7/2/2018,,,,ZIMZ,"Haag, Brayan","Walsh, Zack",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Amore,2-BLACK,F,Rosenberg,#N/A,,,10/5/2018,,8/9/2018,10/18/2018,8/8/2018,,Phone
Comment,Q01252019.0200002,22 - Internal Complaint,1/16/2019,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 04,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Texaskana,Ladybug,2-BLACK,F,,#N/A,,,4/15/2019,,1/25/2019,5/7/2019,1/17/2019,,Email
Comment,Q01252019.0200003,22 - Internal Complaint,1/15/2019,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Fort Worth,Princess,1-WHITE,F,,#N/A,,,4/22/2019,,1/25/2019,5/7/2019,1/23/2019,,Email
Comment,Q02052019.0200018,22 - Internal Complaint,1/25/2019,,,,ZIMZ,"Haag, Brayan","Gomez, Carlie",N,REGION 08,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Concan,Peep,3-HISPANIC,F,,#N/A,,,4/25/2019,,2/5/2019,5/2/2019,1/30/2019,,Email
Comment,Q02052019.0200019,22 - Internal Complaint,1/29/2019,,,,ZIMZ,"Bashirian, Houston","Wolf, Maxim",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Autumn,6-UNKNOWN,M,Austin,#N/A,,,4/29/2019,,2/5/2019,5/7/2019,2/4/2019,,Email
Comment,Q02062019.0200011,22 - Internal Complaint,1/31/2019,,,,ZIMZ,"Bashirian, Houston","Mcclure, Genevieve",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Austin,Biffle,3-HISPANIC,M,Round Rock,#N/A,,,5/1/2019,,2/6/2019,5/10/2019,2/4/2019,,Email
Comment,Q02082019.0200016,22 - Internal Complaint,2/5/2019,,,,ZIMZ,"Haag, Brayan","Mcclure, Genevieve",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Rosenberg,Boo Bug,2-BLACK,F,Rosenberg,#N/A,,,5/7/2019,,2/8/2019,5/15/2019,2/5/2019,,Email
Comment,Q02082019.0200019,12 - Employment Charge,2/8/2019,,,,ZIMZ,"Haag, Brayan","Thompson, Troy",N,REGION 06,N,,Unperfected,,,N,Richmond,Autumn,6-UNKNOWN,U,Houston,#N/A,Employee,,,1/1/1900,2/8/2019,2/15/2019,2/8/2019,,Mail
Comment,Q09252018.0200005,22 - Internal Complaint,9/14/2018,,,,ZIMZ,"Haag, Brayan","Dalton, Troy",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Sanger,Red,2-BLACK,F,Denton,#N/A,,,12/17/2018,,9/25/2018,2/4/2019,9/24/2018,,Phone
Comment,Q08312018.0200012,22 - Internal Complaint,8/8/2018,,,,ZIMZ,"Haag, Brayan","Castaneda, Ronin",N,REGION 07,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Killeen,Autumn,6-UNKNOWN,U,Austin,#N/A,,,1/22/2019,,8/31/2018,3/4/2020,9/10/2018,1/1/1900,Phone
Comment,Q02252019.0200005,12 - Employment Charge,2/25/2019,,,,ZIMZ,"Haag, Brayan","Hendrix, Braydon",N,REGION 11,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Laredo,Pixie Stick,2-BLACK,F,Austin,#N/A,Employee,4/8/2019,,4/8/2019,2/25/2019,2/5/2021,2/25/2019,,PPON Portal
Comment,Q02142019.0200009,32 - General Contracts Complaint (Contract),1/23/2019,,,,ZIMZ,"Haag, Brayan","Hendrix, Braydon",N,REGION 08,N,N,Open,,,N,Fort Sam Houston,Mini Mini,6-UNKNOWN,U,,#N/A,,,,1/1/1900,2/14/2019,2/21/2019,2/4/2019,,Email
Comment,Q08012018.0200001,22 - Internal Complaint,7/13/2018,,,,ZIMZ,"Haag, Brayan","Walsh, Zack",N,REGION 06,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Houston,Autumn,6-UNKNOWN,F,Houston,#N/A,,,10/12/2018,,8/1/2018,10/24/2018,7/30/2018,,Email
Comment,Q08162018.0200002,22 - Internal Complaint,8/7/2018,,,,ZIMZ,"Haag, Brayan","Wolf, Maxim",N,REGION 03,N,Y,"INVESTIGATION COMPLETED, PENDINGABC APPROVAL",,,N,Carollton,Bumpkin,1-WHITE,F,Mesquite,#N/A,,,10/25/2018,,8/16/2018,11/2/2018,9/6/2018,1/1/1900,Phone
Comment,Q04182019.0200003,12 - Employment Charge,4/17/2019,,,,ZIMZ,"Haag, Brayan","Jimenez, Rosa",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,Twizzler,1-WHITE,M,Austin,#N/A,Employee,6/14/2019,,6/11/2019,4/18/2019,6/21/2019,4/24/2019,,PPON Portal
Comment,Q05142019.0200017,12 - Employment Charge,5/14/2019,,,,DONS,"Haag, Brayan","Jimenez, Rosa",N,REGION 06,N,,RESPONSE SUBMITTED; PENDING OUTCOME,,,N,Houston,MomBod,2-BLACK,F,Houston,ASEND,Employee,6/18/2019,,6/18/2019,5/14/2019,6/28/2019,5/15/2019,,Mail
